N,L,g,lr,RA,KA,rho_lambda,G_lambda,sat_frac,rho_unsat
200,8,1.0,0.10000000149011612,0.969699501991272,0.9681675235430399,0.21236144956540914,0.0011142942158934277,0.1655,0.06181985866860175
10,12,1.0,0.10000000149011612,0.017442260403186083,0.5746749341487885,-0.8377165592195609,0.01030639336409648,0.16766666666666666,-0.7787182761195189
50,12,1.0,0.10000000149011612,0.649840235710144,0.9213877121607462,-0.32676875395826255,0.0011838465731862711,0.16291666666666665,-0.2237549471359246
100,12,1.0,0.10000000149011612,0.7488701542218527,0.9521902998288473,-0.15418887344348695,0.0008124816074645405,0.16333333333333333,-0.1450401076714972
200,12,1.0,0.10000000149011612,0.942336916923523,0.9776912331581116,0.2700312053066067,0.0005639525632566211,0.16791666666666666,0.06947061432373214
10,2,1.100000023841858,0.02500000037252903,0.8438863158226013,0.9121750990549723,-0.40456391424284155,0.020690795215057834,0.16325,-0.26732558679030294
50,2,1.100000023841858,0.02500000037252903,0.938346286614736,0.8676649530728658,0.09757797694595101,0.01127601877568162,0.162,0.0360780754133145
100,2,1.100000023841858,0.02500000037252903,0.9816367030143738,0.9308181603749593,0.12976657211765527,0.004491904801675969,0.16366666666666665,0.023834291897191166
200,2,1.100000023841858,0.02500000037252903,0.9882334470748901,0.9786629676818848,0.12947414063990512,0.0067858526172797865,0.16275,0.010711126098631552
10,6,1.100000023841858,0.02500000037252903,0.48108890652656555,0.854518473148346,-0.6515474281953787,0.005686145163463517,0.16483333333333333,-0.485516219614151
50,6,1.100000023841858,0.02500000037252903,0.8751238187154134,0.9361925721168518,0.14816222554407213,0.0026353961843767143,0.16408333333333333,0.056007053627261834
100,6,1.100000023841858,0.02500000037252903,0.9490859905878702,0.9467237194379171,0.07064001557934045,0.0030746397183539537,0.163,-0.015622474632452187
200,6,1.100000023841858,0.02500000037252903,0.9457916220029196,0.9720316727956136,0.17586094689293766,0.0023115471128411016,0.16516666666666666,0.05508051140627717
10,8,1.100000023841858,0.02500000037252903,0.15248269339402518,0.7643583615620931,-0.7633332811034206,0.0028565709366441777,0.16058333333333333,-0.6604744731935149
50,8,1.100000023841858,0.02500000037252903,0.7874900897343954,0.9300645192464193,0.0066312960144321595,0.0025321282571809265,0.16525,-0.02901456832801447
100,8,1.100000023841858,0.02500000037252903,0.9113332430521647,0.9609966079394022,0.10160754461931591,0.0014175688652560581,0.16191666666666665,0.033448335204095805
200,8,1.100000023841858,0.02500000037252903,0.9302244583765665,0.9795164863268534,0.20326802428764823,0.0017913314453616145,0.16616666666666666,0.04581693752690304
10,12,1.100000023841858,0.02500000037252903,0.1751984447861711,0.6193521022796631,-0.8897837181724633,0.005340268742374049,0.16516666666666666,-0.8317378381277533
50,12,1.100000023841858,0.02500000037252903,0.44468754529953003,0.8402838706970215,-0.3279324957471555,0.0010521155122504122,0.16083333333333333,-0.2529569532004854
100,12,1.100000023841858,0.02500000037252903,0.8781469265619913,0.94822625319163,0.1365521479770949,0.0008890842304457111,0.165,0.010880846910134143
200,12,1.100000023841858,0.02500000037252903,0.8978311022122701,0.9446674982706705,0.09139324932809696,0.0007030865587415637,0.1615,0.043700550198881874
10,2,1.100000023841858,0.05000000074505806,0.9054103891054789,0.9129247268040975,-0.13357970377082806,0.0280327166290418,0.16308333333333333,-0.09623707722666312
50,2,1.100000023841858,0.05000000074505806,0.9519892334938049,0.8867411812146505,0.04969301411693956,0.007292776189374687,0.16258333333333333,-0.011301704650417152
100,2,1.100000023841858,0.05000000074505806,0.9745363394419352,0.9211453398068746,0.05671634987635955,0.007591987343631025,0.16308333333333333,-0.04916761192085526
200,2,1.100000023841858,0.05000000074505806,0.9959919452667236,0.9737685521443685,0.11277776888246532,0.007177602332741093,0.16208333333333333,0.018238882605122665
10,6,1.100000023841858,0.05000000074505806,0.3943329801162084,0.898284117380778,-0.2931071936638426,0.0035279508751313326,0.16383333333333333,-0.2697406009968843
50,6,1.100000023841858,0.05000000074505806,0.8207080364227295,0.9318740169207255,0.050972911515587804,0.0029956356748229696,0.16366666666666665,-0.03312586532078208
100,6,1.100000023841858,0.05000000074505806,0.9478318095207214,0.945132315158844,0.12131941515488365,0.0013949841695467253,0.16225,0.05328047031043016
200,6,1.100000023841858,0.05000000074505806,0.9598144888877869,0.9663953979810079,0.12340268235951309,0.0017870333472642995,0.16183333333333333,0.015898780440849167
10,8,1.100000023841858,0.05000000074505806,0.286694457133611,0.8019283215204874,-0.7796428703755206,0.0033420179962935725,0.16016666666666668,-0.6538445405544819
50,8,1.100000023841858,0.05000000074505806,0.6947870453198751,0.8717084725697836,-0.14688775106121638,0.0021391357223786616,0.16366666666666665,-0.15008732470353
100,8,1.100000023841858,0.05000000074505806,0.9134806195894877,0.9400864044825236,-0.021698995830700066,0.0016386588745443593,0.16241666666666665,-0.08076085206528098
200,8,1.100000023841858,0.05000000074505806,0.9558078050613403,0.9744738141695658,0.13833115948755148,0.0011953387194524163,0.163,0.03551580940170791
10,12,1.100000023841858,0.05000000074505806,0.11770644411444664,0.5512928565343221,-0.911944923345871,0.009053382212658036,0.16833333333333333,-0.8798024290080783
50,12,1.100000023841858,0.05000000074505806,0.5269223550955454,0.8315476377805074,-0.5141250365438692,0.0010565893553633886,0.16466666666666666,-0.3632282668964503
100,12,1.100000023841858,0.05000000074505806,0.8336689472198486,0.9277351498603821,0.03894119535874635,0.000680523437671553,0.16266666666666665,-0.010529404442188963
200,12,1.100000023841858,0.05000000074505806,0.9097584088643392,0.9471717675526937,0.06606046480571877,0.0007797091023006534,0.16325,0.01664564700285455
10,2,1.100000023841858,0.07500000298023224,0.7347319722175598,0.9092377026875814,-0.3101912527529609,0.026498052738572028,0.16291666666666665,-0.20498085288545878
50,2,1.100000023841858,0.07500000298023224,0.8978960116704305,0.9227908849716187,0.1259925927044111,0.01275098073722458,0.16116666666666668,0.018310346608397195
100,2,1.100000023841858,0.07500000298023224,0.9889643788337708,0.9292190670967102,0.060370736364458014,0.008278454592905013,0.16458333333333333,-0.039779920644469405
200,2,1.100000023841858,0.07500000298023224,0.9850847721099854,0.9635414282480875,0.1374938330196625,0.007474113551301741,0.16391666666666665,0.015027811753125992
10,6,1.100000023841858,0.07500000298023224,0.5015032390753428,0.868802805741628,-0.4763457726775796,0.004669307128003684,0.1635,-0.36108084129381707
50,6,1.100000023841858,0.07500000298023224,0.8816380699475607,0.9509842197100321,0.08920642848965973,0.0015896496759605588,0.16308333333333333,0.02618886726208206
100,6,1.100000023841858,0.07500000298023224,0.9510363141695658,0.9549527366956075,0.17394460548452753,0.0023374484472777307,0.16666666666666666,0.094846021056357
200,6,1.100000023841858,0.07500000298023224,0.982271413008372,0.9785733421643575,0.06854283199026559,0.0021169552798853144,0.16683333333333333,0.00870114074449798
10,8,1.100000023841858,0.07500000298023224,0.1969256748755773,0.7711746295293173,-0.7550409292743648,0.003353476379053999,0.16275,-0.6129425350320027
50,8,1.100000023841858,0.07500000298023224,0.7535197337468466,0.8840887347857157,-0.13340757110927937,0.001356520411436224,0.16341666666666665,-0.11766052070562746
100,8,1.100000023841858,0.07500000298023224,0.8855282664299011,0.9576444625854492,-0.009958547722421007,0.0014095798518396826,0.16291666666666665,-0.07048837618575922
200,8,1.100000023841858,0.07500000298023224,0.9669121901194254,0.9710923830668131,0.1511469066212213,0.0013875376889687877,0.1645,0.08124976396863227
10,12,1.100000023841858,0.07500000298023224,0.04522835152844588,0.38618552684783936,-0.9608516541525258,0.013511457563384198,0.18033333333333335,-0.9613593865695009
50,12,1.100000023841858,0.07500000298023224,0.675485889116923,0.8679782748222351,-0.22461138755166665,0.00112684939759892,0.16183333333333333,-0.23050528302464662
100,12,1.100000023841858,0.07500000298023224,0.8933580120404562,0.9463991125424703,0.020503306809459734,0.0007930585538881149,0.16366666666666665,-0.058196435238328854
200,12,1.100000023841858,0.07500000298023224,0.9360837936401367,0.9720216790835062,0.19863188999344492,0.0007684927060620212,0.16708333333333333,0.09959417084093146
10,2,1.100000023841858,0.10000000149011612,0.828895092010498,0.9274641871452332,-0.2813409139348224,0.022440908321173347,0.16141666666666668,-0.1919653113776257
50,2,1.100000023841858,0.10000000149011612,0.9570396741231283,0.9050678610801697,0.0799725217373065,0.008849771914795959,0.164,0.008327763987185972
100,2,1.100000023841858,0.10000000149011612,0.9788500467936198,0.9443158904711405,0.07544187683076271,0.007614312499185433,0.16316666666666665,-0.01051866925095323
200,2,1.100000023841858,0.10000000149011612,0.9947731296221415,0.9722787737846375,0.09297750677177051,0.00646352684100338,0.1635,-0.02804224359471373
10,6,1.100000023841858,0.10000000149011612,0.3753044952948888,0.8801389932632446,-0.5661828295825149,0.0033903425052595805,0.16541666666666666,-0.438587583120609
50,6,1.100000023841858,0.10000000149011612,0.9156162540117899,0.9381420612335205,0.055779394586159735,0.002499625338810575,0.1625,-0.02777656620999878
100,6,1.100000023841858,0.10000000149011612,0.964370330174764,0.9714596668879191,0.15913517309066452,0.0017091562059413257,0.16666666666666666,0.04285868418708181
200,6,1.100000023841858,0.10000000149011612,0.9739340543746948,0.9715123573939005,0.03404394530907381,0.0016841116960638598,0.16208333333333333,-0.03620355649961467
10,8,1.100000023841858,0.10000000149011612,0.0736594373981158,0.69608606894811,-0.9141996381948284,0.008810313472424867,0.166,-0.865560053991043
50,8,1.100000023841858,0.10000000149011612,0.8115014433860779,0.922069768110911,-0.0050763365212398,0.0018386618211413068,0.16408333333333333,-0.04347087174199534
100,8,1.100000023841858,0.10000000149011612,0.9713198741277059,0.9680320819218954,0.22076858284139708,0.001629504407289034,0.16191666666666665,0.09267173695551364
200,8,1.100000023841858,0.10000000149011612,0.9433492620786031,0.9719805518786112,0.09567636730968404,0.0014359036090158235,0.16408333333333333,0.017314325839796776
10,12,1.100000023841858,0.10000000149011612,0.042098802203933396,0.390043983856837,-0.9690766342102796,0.012077294911150673,0.17491666666666666,-0.963287269288454
50,12,1.100000023841858,0.10000000149011612,0.6738720337549845,0.8688008387883505,-0.3368323542446699,0.0008411326056409694,0.16625,-0.21698376743770964
100,12,1.100000023841858,0.10000000149011612,0.8383203744888306,0.9628555774688721,0.18712678214838532,0.0010304411432777365,0.16483333333333333,0.08149625893834013
200,12,1.100000023841858,0.10000000149011612,0.9308462540308634,0.9607159296671549,0.16030377441969643,0.0006998759379730915,0.16566666666666666,0.04805630166474296
